,chart
23992,Ram Tej: Take my love booooo
23993,Ram Tej: kisskisskisskiss
23994,Ram Tej: 
23995,pooja07: I'm stuck herelol
23996,Ram Tej: kisskisskiss
23997,Ram Tej: kiss
23998,Ram Tej: kiss
23999,Ram Tej: kisskisskiss
24000,Ram Tej: kisskisskiss
24001,Ram Tej: kisskiss
24002,Ram Tej: kisskisskiss
24003,Ram Tej: kiss
24004,Ram Tej: love
24005,pooja07: lollollollol
24006,Ram Tej: Pretty she looks
24007,pooja07: Yay
24008,pooja07: Beee
24009,Ram Tej: Your office chair look so comfeeeee
24010,Ram Tej: I want to sit on that
24011,Ram Tej: Love u boooooooo
24012,pooja07: Hwhehwh
24013,pooja07: And IL sit on you
24014,pooja07: heartheartheartheart
24015,Ram Tej: Ya
24016,Ram Tej: I will give u love
24017,Ram Tej: Take it
24018,pooja07: Yayayaayayay
24019,Ram Tej: Today j went to clg
24020,pooja07: media
24021,Ram Tej: And classes got cancelled
24022,Ram Tej: My bad
24023,pooja07: Your good
24024,Ram Tej: That's why Ram should not put so much effort
24025,pooja07: lollollollol
24026,Ram Tej: Ok
24027,Ram Tej: U are supeee are on the same group a
24028,pooja07: Aan?
24029,pooja07: Jakku beeeeee
24030,pooja07: aaawwwaaaaaawwwaaaaaawwwaaa
24031,pooja07: heartheartheartheartheartheart
24032,pooja07: Jakkkkaaaaaaaa
24033,Ram Tej: Boooooo
24034,Ram Tej: Bolo
24035,pooja07: BByyyyyy
24036,pooja07: media
24037,pooja07: I love youheartheartheartheartheart
24038,Ram Tej: Booooooo
24039,Ram Tej: I love u tooooooo
24040,Ram Tej: media
24041,pooja07: heartheartheartheart
24042,Ram Tej: U have a long offince
24043,pooja07: What??
24044,pooja07: Hey babe
24045,Ram Tej: Send me this pic
24046,Ram Tej: I will also post
24047,Ram Tej: Like u have long time office
24048,pooja07: lollol
24049,pooja07: Lol
24050,pooja07: Ok listen
24051,pooja07: Take screenshot
24052,Ram Tej: No send
24053,Ram Tej: Pic
24054,pooja07: And please start planning for Diwali
24055,Ram Tej: Ya
24056,Ram Tej: On the way
24057,pooja07: Dei
24058,pooja07: Plan da
24059,Ram Tej: Send that puc
24060,pooja07: Jakku bee
24061,Ram Tej: I all
24062,Ram Tej: J will come
24063,Ram Tej: Done
24064,pooja07: I deleted it
24065,pooja07: I take screenshot
24066,Ram Tej: Ok
24067,pooja07: *u
24068,pooja07: Come reylol
24069,Ram Tej: Jakka will come
24070,pooja07: Yayheart
24071,pooja07: https://youtu.be/_hQ-l6qQEU0
24072,pooja07: Jakku
24073,pooja07: Bee
24074, Ram Tej: Booooo
24075, Ram Tej: Biryani I eat just nos
24076, Ram Tej: Bo
24077, Ram Tej: Biryani
24078, pooja07: Yay
24079,pooja07: Missed voice call
24080,pooja07: Jakku bee
24081,pooja07: heartgood morning
24082, Ram Tej: Booooooo
24083, Ram Tej: Good morning
24084, Ram Tej: Boooooo
24085, Ram Tej: I am in class
24086, pooja07: 
24087, Ram Tej: Bo bo
24088, Ram Tej: Boooooo
24089, pooja07: Babylove
24090, Ram Tej: media
24091, Ram Tej: Ya hear and over
24092, pooja07: lol
24093, pooja07: My slipper tore again
24094, pooja07: cry
24095, Ram Tej: Lol
24096, Ram Tej: New ons
24097, Ram Tej: Yaaaaa
24098, pooja07: aaawwwaaa‚
24099, pooja07: I can't walk
24100, Ram Tej: What are u doing now
24101, pooja07: Sitting simply
24102, pooja07: Test it seems
24103,Ram Tej: Ya
24104,Ram Tej: All the best
24105,Ram Tej: Do good bo
24106,Ram Tej: I love u
24107,Ram Tej: I am back from clg
24108,Ram Tej: Done with it today one class only
24109,Ram Tej: But got shifted shifted and ended now
24110,pooja07: 95 for 100
24111,Ram Tej: Oooooooo
24112,Ram Tej: Shit
24113,Ram Tej: That's that
24114,Ram Tej: Now
24115,Ram Tej: And as always my Bo is best
24116,Ram Tej: media
24117,Ram Tej: Take a kiss
24118,Ram Tej: Good job
24119,pooja07: heart
24120,pooja07: heart
24121,pooja07: Jakku bee
24122,pooja07: I'm.bored
24123,Ram Tej: media
24124,Ram Tej: Be carefull after reading
24125,pooja07: lollollol
24126,pooja07: I know this
24127,pooja07: Poda
24128,Ram Tej: https://youtu.be/BnIh1QNTfMg
24129, pooja07: Babe
24130, pooja07: I'm sleepy
24131, pooja07: Call me soon
24132, pooja07: Missed voice call
24133, Ram Tej: Baby
24134, Ram Tej: Give me some time
24135, Ram Tej: I am talking about tmro udami bazzar
24136, Ram Tej: I will call u when I am sleeping
24137, Ram Tej: I love u
24138, Ram Tej: Good night ok
24139, Ram Tej: I love u a lot
24140, pooja07: ‚
24141, Ram Tej: media
24142,pooja07: I don't remember sending thislol
24143,pooja07: Good morning kiss baby boo
24144,Ram Tej: media
24145,pooja07: Jakku beee
24146,pooja07: heartheartheart
24147,pooja07: Baby
24148,pooja07: Weeekeenndd
24149,pooja07: Yaayayayaya
24150,pooja07: Pick!!!!
24151,pooja07: Missed voice call
24152,pooja07: Missed voice call
24153, Ram Tej: media
24154, pooja07: Babe??
24155, pooja07: U awake?
24156, pooja07: Missed voice call
24157, pooja07: Missed voice call
24158, pooja07: media
24159,Ram Tej: Done with exaammmmm
24160,pooja07: Omg
24161,pooja07: Ur in time
24162,pooja07: happy
24163,Ram Tej: What happened boooooo
24164,pooja07: Ummm
24165,pooja07: I'm in the middle.of watching something
24166,Ram Tej: Came back
24167,Ram Tej: Now
24168,pooja07: And I was thinking of you
24169,pooja07: Yeah.
24170,Ram Tej: A
24171,pooja07: U know what I'm doing
24172,pooja07: 
24173,Ram Tej: media
24174,Ram Tej: Yo
24175,Ram Tej: Can u send me 500hundred j will order biryani with Koushik
24176,Ram Tej: Pleaz
24177,Ram Tej: 350
24178,Ram Tej: Hello
24179,Ram Tej: Lady
24180,Ram Tej: Busyyyyyyyy
24181,pooja07: Hi
24182,pooja07: I just woke up
24183,pooja07: You should have called me...
24184," pooja07: Ok I tried calling you so many times, u did the usual thing."
24185," pooja07: Anyways, good night."
24186,pooja07: This message was deleted
24187,pooja07: This message was deleted
24188,Ram Tej: Good morning
24189,Ram Tej: media
24190,Ram Tej: I was talking to my dad
24191,Ram Tej: He called
24192,Ram Tej: Don't be mad at me
24193,Ram Tej: He called
24194,Ram Tej: I can't do any thing if he called
24195,Ram Tej: Plez don't be mad at me
24196,"pooja07: Why r u showing only ur dad's call.history, what's wrong with the normal call history"
24197,Ram Tej: media
24198,Ram Tej: Now fine a
24199,pooja07: U go
24200,pooja07: Keep talking to everyone else except me
24201,pooja07: aaawwwaaaannoyedannoyedannoyed
24202,pooja07: Rey!!
24203,pooja07: Hello pick the call
24204,pooja07: What happened now?!!!!
24205,pooja07: Missed voice call
24206,Ram Tej: media
24207,Ram Tej: media
24208,Ram Tej: media
24209,Ram Tej: media
24210,pooja07: God
24211,pooja07: U don't have to read this....
24212,pooja07: I'm just gonna rant here..
24213,pooja07: FUCKING ANNOYING
24214,pooja07: Always disappointed in me!I'm disappointed too
24215,Ram Tej: Ok
24216,Ram Tej: Rant
24217,pooja07: Sit I'm a govt job
24218,pooja07: Ur fat
24219,pooja07: Ur ugly cause u have pimples
24220,pooja07: Wtf
24221,pooja07: !!!!
24222,pooja07: Every time I walk out if the room they have something to say about me! Or they fight
24223,pooja07: So I stopped getting out of the room
24224,pooja07: Now they r like u don't talk to us
24225,pooja07: why would I talk to u guys when ur always shouting at me
24226,"pooja07: Why r u at home, why r u not in a coaching class"
24227,"pooja07: Cause I just got a job, I'm still in training let me know what I'm doing here"
24228,pooja07: Ur overweight u don't look good go do excercise they won't tell if normally they will make this face and act like I look disgustiny
24229,pooja07: well I'm tired of it!! All of it
24230,pooja07: Wtf did I do to be such a disappointment
24231,Ram Tej: Ok
24232,pooja07: U told me to get placed
24233,pooja07: I got placed
24234,pooja07: U told me to get a jon
24235,pooja07: I got it
24236,Ram Tej: Ok
24237,Ram Tej: Calm down baby
24238,pooja07: Now ur telling me to leave
24239,"pooja07: U have no idea , they keep Fighting"
24240,pooja07: I try to stly
24241,pooja07: They shout at me
24242,"pooja07: The fight then goes about how I'm not a good person,"
24243,"pooja07: I know I am short tempered, but these ppl kept telling ppl all around, now even if I say something normal and sensible they r like no ur short tempered"
24244,pooja07: They don't get it
24245,pooja07: I don't spend time with them anymore cause they r being really angry
24246,Ram Tej: Ok
24247,Ram Tej: Calm down
24248,Ram Tej: media
24249,pooja07: I'm eating mutton
24250,Ram Tej: Eat eat
24251, pooja07: Bee
24252, pooja07: Make me sleepsilent
24253, pooja07: I'm.scaredsilentsilent
24254, pooja07: Stay on the call?
24255, pooja07: cryhow will I sleep now
24256, pooja07: Missed voice call
24257, pooja07: Missed voice call
24258, pooja07: Come on! Pick up the call.my.love!!
24259,pooja07: Jakku bee
24260,pooja07: heartheartheartI love you so much
24261,pooja07: media
24262, Ram Tej: Good morning bo
24263, pooja07: media
24264, pooja07: How is it?
24265, Ram Tej: Nice
24266, pooja07: Buy and givelollollol
24267, Ram Tej: Ok
24268, Ram Tej: Dine
24269, Ram Tej: Done
24270, pooja07: media
24271, Ram Tej: U are trying to wright data on to some thing
24272, Ram Tej: And wthag is the stream function
24273, Ram Tej: Will it right data in realtime a
24274, Ram Tej: That's cool
24275, pooja07: heart
24276, pooja07: Ur so smartheart
24277, Ram Tej: Baby
24278, Ram Tej: U are smart
24279, Ram Tej: Mister smart pantd
24280, Ram Tej: Pantd
24281, Ram Tej: Pants
24282, Ram Tej: Lol
24283, pooja07: lol
24284, pooja07: I love youkiss
24285,pooja07: This message was deleted
24286,Ram Tej: Ory
24287,Ram Tej: What did u delet
24288,Ram Tej: U did not send me any thing
24289,Ram Tej: To help u
24290,Ram Tej: Yo
24291,Ram Tej: Send 3k to my dad
24292,Ram Tej: He himself will send u back
24293,Ram Tej: His transaction for EMI got cancelled
24294,Ram Tej: He needs 3 k
24295,Ram Tej: jakka2479@axisbank
24296,Ram Tej: This is the UPI id
24297,Ram Tej: After sending tell me I will tell him
24298,Ram Tej: Ol
24299,pooja07: media
24300,pooja07: media
24301,Ram Tej: Ok I will text him
24302,pooja07: Did he get
24303,Ram Tej: He got it
24304,Ram Tej: Thanks he says
24305,Ram Tej: Should I tell u sent
24306,Ram Tej: U going offline
24307,Ram Tej: Why
24308,Ram Tej: Text beeee na
24309,Ram Tej: U can work and rext
24310,pooja07: Lol
24311,pooja07: Hi
24312,pooja07: Bubby boo
24313,pooja07: Text me
24314,pooja07: media
24315,pooja07: Text text text text
24316,Ram Tej: Booooo
24317,Ram Tej: Beeeeeee
24318,pooja07: heart
24319,Ram Tej: Beeeeee booooooo
24320,Ram Tej: Jakku be
24321,Ram Tej: What happened
24322,Ram Tej: I am here
24323,Ram Tej: Jakku br
24324,Ram Tej: What are u upto
24325,Ram Tej: Now
24326,Ram Tej: A days
24327,Ram Tej: Working
24328,pooja07: ‚‚
24329,pooja07: ‚‚‚‚‚‚
24330,Ram Tej: Send me what u did in test
24331,pooja07: Nothing I failed
24332,pooja07: lol
24333,pooja07: It's ok
24334,Ram Tej: I want to see
24335,Ram Tej: How
24336,Ram Tej: Wtd
24337,Ram Tej: Wtd
24338,Ram Tej: How can u fail
24339,Ram Tej: No no no
24340,Ram Tej: This is not hood
24341,Ram Tej: Hood
24342,Ram Tej: Good
24343,pooja07: annoyed
24344,pooja07: ‚‚
24345,pooja07: What to do
24346,Ram Tej: Need to do some thing
24347,Ram Tej: What should I do
24348,Ram Tej: Take my love
24349,pooja07: Teach me
24350,Ram Tej: kisskisskisskisskisskiss
24351,Ram Tej: Take my kiss to
24352,pooja07: Give
24353,pooja07: Yyayayayy
24354,Ram Tej: Now u won
24355,Ram Tej: Ya
24356,Ram Tej: U did not fail
24357,pooja07: Yes I passed
24358,pooja07: In the test what you gave
24359,pooja07: Love test
24360,pooja07: lollollollol
24361,pooja07: Raaaaaaaaaaam
24362,pooja07: heartheartheartheart
24363,pooja07: Bitch
24364,pooja07: Come online
24365,pooja07: Send heart vac
24366,pooja07: Back*
24367,pooja07: And go
24368,pooja07: media
24369,Ram Tej: I am here
24370,Ram Tej: Only
24371,pooja07: When bae don't send heart back
24372,pooja07: cry
24373,Ram Tej: heart
24374,Ram Tej: heart
24375,Ram Tej: heart
24376,pooja07: Yaaaaaaaaaay
24377,Ram Tej: heart
24378,Ram Tej: heart
24379,pooja07: Rey
24380,Ram Tej: heart
24381,pooja07: Noobie
24382,Ram Tej: heart
24383,Ram Tej: heart
24384,Ram Tej: heart
24385,pooja07: That was supraja texting you
24386,Ram Tej: heart
24387,Ram Tej: Noooooooo
24388,pooja07: lollollollollol
24389,pooja07: Lol
24390,Ram Tej: I hate u people
24391,pooja07: I love youheart
24392,Ram Tej: Bye my love cancelled
24393,pooja07: Me.too?
24394,pooja07: Why
24395,Ram Tej: No u baby
24396,Ram Tej: I love you
24397,pooja07: 
24398,pooja07: Yay
24399,Ram Tej: Jakku only
24400,pooja07: I don't want
24401,Ram Tej: Now i am confused
24402,pooja07: Give it to your( boo-bee)
24403,Ram Tej: U or her still
24404,pooja07: 
24405,pooja07: Me now
24406,pooja07: Me as in supraja
24407,pooja07: lol
24408,Ram Tej: Aaaaaa
24409,pooja07: That was her.
24410,Ram Tej: Fuck u people
24411,pooja07: H
24412,pooja07: What
24413,pooja07: No
24414,Ram Tej: Show me what u are doing
24415,pooja07: Only.meee
24416,Ram Tej: Rey
24417,pooja07: Only me
24418,Ram Tej: Mental
24419,pooja07: crycrycry
24420,pooja07: crycrycrycrycry
24421,pooja07: Telll
24422,Ram Tej: media
24423,Ram Tej: I love you
24424,pooja07: media
24425,Ram Tej: media
24426,Ram Tej: Wjqt are u doing on java
24427,Ram Tej: Even I want to do
24428,Ram Tej: Send me question
24429,Ram Tej: Or se thing
24430,Ram Tej: I will send u code
24431,pooja07: heartheartheartheart
24432,pooja07: Baby
24433,Ram Tej: Boooooo
24434,pooja07: kisskisskisskisskisskisskiss
24435,pooja07: My baby
24436,pooja07: Mine!
24437,pooja07: Beee
24438,pooja07: 
24439,pooja07: silent
24440,pooja07: Ei
24441,pooja07: Asshply
24442,pooja07: Asshole
24443,Ram Tej: Bolo
24444,Ram Tej: Rey jakku be
24445,pooja07: Why
24446,pooja07: Why r u blue ticking
24447,pooja07: Missed voice call
24448,Ram Tej: Not blueticking asking Koushik to get some thing to eat
24449,pooja07: Rey
24450,pooja07: U go.love kaushik
24451,pooja07: Whenever I talk to.you only u will remember him
24452,pooja07: Fuck u
24453,pooja07: Missed voice call
24454,pooja07: STOP BEING BUSY
24455,pooja07: Omg
24456,Ram Tej: Rey
24457,pooja07: Ur phone is busy always
24458,Ram Tej: Jakku be
24459,Ram Tej: I love u
24460,Ram Tej: Rey
24461,pooja07: Fuck off
24462,pooja07: Always kaushik only u want
24463,pooja07: Go
24464,Ram Tej: Rey
24465,Ram Tej: Food I want
24466,Ram Tej: Not koushik
24467,Ram Tej: Jakku be
24468,Ram Tej: Food
24469,Ram Tej: I don't have balance to call
24470,pooja07: what
24471,pooja07: See
24472,pooja07: Again
24473,pooja07: God
24474,pooja07: I hate it when u blue tick me
24475,Ram Tej: Rey
24476,Ram Tej: Rey
24477,Ram Tej: Rey
24478,Ram Tej: I am not blue ticking
24479,Ram Tej: I am here
24480,pooja07: Ram
24481,pooja07: How do u put scanner class in serialization
24482,Ram Tej: In python there is some thing in until lib
24483,pooja07: In Java
24484,Ram Tej: U have to impost it and use scan function
24485,pooja07: annoyed
24486,pooja07: And
24487,pooja07: annoyedgawd!
24488,pooja07: annoyedannoyedannoyed
24489,pooja07: Dei
24490,Ram Tej: Bolo
24491,pooja07: Why r u blue ticking
24492,pooja07: cry
24493,Ram Tej: Hellllllo
24494,Ram Tej: No
24495,Ram Tej: Hello
24496,Ram Tej: Did u get it
24497,pooja07: Get what
24498,Ram Tej: That scanner thing
24499,pooja07: No
24500,pooja07: I'll do later
24501,pooja07: Now I'm in the mood to go.home
24502,Ram Tej: Ok what is no doing
24503,Ram Tej: Oooo
24504,pooja07: Boo ah
24505,Ram Tej: U can c my face and say hi
24506,pooja07: Give me 10mins
24507,pooja07: The will leave
24508,Ram Tej: Ok
24509,Ram Tej: Just hi plez
24510,pooja07: Hi baby
24511,pooja07: She said byw
24512,pooja07: I didn't say
24513,pooja07: Hey
24514,pooja07: Baby
24515,pooja07: Lol
24516,pooja07: Office done
24517,Ram Tej: media
24518,pooja07: Nice
24519,pooja07: Eat eat
24520,pooja07: Oye
24521,pooja07: Jakku bee
24522,pooja07: I'm sleepy
24523, Ram Tej: media
24524, Ram Tej: media
24525, pooja07: My babyheartheartheart
24526, pooja07: Ur so cutekisskisskisskiss
24527, pooja07: I will bite those lips off and.kiss them so hardkissheartheart
24528, Ram Tej: I love u
24529, Ram Tej: I will bite those of and give u a tight hug full of love
24530, Ram Tej: Good night
